"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL475663";"";"None";"293.25";"0";"3.20";"11, DSM91";"Cc1cc(Nc2ccccc2C(F)(F)F)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL452667";"";"None";"250.26";"0";"2.05";"12, DSM92";"Cc1cc(Nc2ccccc2C#N)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL499296";"";"None";"259.70";"0";"2.83";"14, DSM75";"Cc1cc(Nc2cccc(Cl)c2)n2ncnc2n1";"IC50";"'='";"1400.0";"nM";"5.85";"";"";"UO_0000065";"22.54";"0.44";"3.02";"10.62";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"1.4"
"CHEMBL492530";"";"None";"309.25";"0";"3.07";"23, DSM87";"Cc1cc(Nc2ccc(OC(F)(F)F)cc2)n2ncnc2n1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"19.15";"0.37";"2.85";"9.20";"0";"CHEMBL1016154";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1153392";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"1.2"
"CHEMBL269671";"ARTEMISININ";"3.0";"282.34";"0";"2.39";"artemisinin";"C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL942569";"Inhibition of Plasmodium falciparum DHOD";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1143267";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"10.0"
"CHEMBL397686";"DIPHENYLENEIODONIUM CHLORIDE";"None";"314.55";"0";"-0.20";"DPI";"[Cl-].c1ccc2c(c1)[I+]c1ccccc1-2";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL942569";"Inhibition of Plasmodium falciparum DHOD";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1143267";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"10.0"
"CHEMBL224182";"";"None";"329.48";"1";"5.70";"HDQ";"CCCCCCCCCCCCc1cc(=O)c2ccccc2n1O";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"16.38";"0.31";"-0.30";"12.78";"0";"CHEMBL942569";"Inhibition of Plasmodium falciparum DHOD";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1143267";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"4.0"
"CHEMBL3690131";"";"None";"303.36";"0";"3.28";"BDBM120313";"CCNC(=O)c1ccc(-n2c(C)nc3cc(F)ccc32)s1";"IC50";"'='";"164.0";"nM";"6.79";"";"248328";"UO_0000065";"22.37";"0.44";"3.51";"14.46";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"164.0"
"CHEMBL3218512";"";"None";"317.39";"0";"3.95";"15";"O=C(NCC(c1ccccc1)c1ccccc1)c1ccccc1O";"IC50";"'='";"21200.0";"nM";"4.67";"";"";"UO_0000065";"14.73";"0.27";"0.72";"9.47";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"21.2"
"CHEMBL3218516";"";"None";"351.83";"0";"4.61";"19";"O=C(NCC(c1ccccc1)c1ccccc1)c1ccc(Cl)cc1O";"IC50";"'='";"10300.0";"nM";"4.99";"";"";"UO_0000065";"14.17";"0.27";"0.38";"10.11";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"10.3"
"CHEMBL3218520";"";"None";"353.37";"0";"4.23";"24";"O=C(NCC(c1ccccc1)c1ccccc1)c1ccc(F)c(F)c1O";"IC50";"'='";"9900.0";"nM";"5.00";"";"";"UO_0000065";"14.16";"0.26";"0.77";"10.14";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"9.9"
"CHEMBL3218522";"";"None";"331.42";"0";"4.26";"26";"Cc1ccc(O)c(C(=O)NCC(c2ccccc2)c2ccccc2)c1";"IC50";"'='";"14400.0";"nM";"4.84";"";"";"UO_0000065";"14.61";"0.26";"0.58";"9.81";"0";"CHEMBL3222704";"Inhibition of N-terminal truncated Plasmodium falciparum recombinant DHODH assessed as ubiquinone reduction to 2,6-dichloroindophenol by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3217562";"1";"Scientific Literature";"Medchemcomm";"2011";"None";"";"";"";"14.4"
"CHEMBL4464362";"";"None";"309.33";"0";"2.34";"2";"O=C(NCC(c1ccccc1)c1ccccc1)c1nonc1O";"IC50";"'='";"75000.0";"nM";"4.12";"";"";"UO_0000065";"13.34";"0.24";"1.78";"4.67";"0";"CHEMBL4331522";"Inhibition of Plasmodium falciparum recombinant N-terminal His6-tagged DHODH (159-569 residues) expressed in Escherichia coli BL21(DE3) using DHO as substrate measured every min for 5 mins by DCPI dye-based photometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL4330080";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"75.0"
"CHEMBL4526067";"";"None";"335.41";"0";"3.00";"6";"Cc1c(C(=O)NCC(c2ccccc2)c2ccccc2)c(O)nn1C";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4331522";"Inhibition of Plasmodium falciparum recombinant N-terminal His6-tagged DHODH (159-569 residues) expressed in Escherichia coli BL21(DE3) using DHO as substrate measured every min for 5 mins by DCPI dye-based photometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL4330080";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"250.0"
"CHEMBL4449622";"";"None";"247.25";"0";"0.80";"24";"Cn1nc(O)c(C(N)=O)c1COc1ccccc1";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4331522";"Inhibition of Plasmodium falciparum recombinant N-terminal His6-tagged DHODH (159-569 residues) expressed in Escherichia coli BL21(DE3) using DHO as substrate measured every min for 5 mins by DCPI dye-based photometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL4330080";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"250.0"
"CHEMBL2047253";"";"None";"326.76";"0";"4.17";"13";"Nc1nc2c(c(Nc3ccc(Cl)cc3F)n1)-c1ccccc1C2";"IC50";"'>'";"200000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2050309";"Inhibition of Plasmodium falciparum DHODH";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2046359";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"200.0"
"CHEMBL3694240";"";"None";"297.33";"0";"3.22";"BDBM120349";"CCNC(=O)c1ccc(-n2c(C)nc3cc(F)ccc32)cc1";"IC50";"'='";"2870.0";"nM";"5.54";"";"248366";"UO_0000065";"18.64";"0.34";"2.32";"11.81";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"2870.0"
"CHEMBL2012819";"";"None";"243.29";"0";"2.19";"BDBM120295";"NC(=O)c1ccc(-n2cnc3ccccc32)s1";"IC50";"'>'";"30000.0";"nM";"";"";"248303";"UO_0000065";"";"";"";"";"1";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"30000.0"
"CHEMBL2012826";"";"None";"299.40";"0";"3.62";"BDBM50379144";"CCCCNC(=O)c1ccc(-n2cnc3ccccc32)s1";"IC50";"'='";"28600.0";"nM";"4.54";"";"248304";"UO_0000065";"15.18";"0.30";"0.92";"9.68";"1";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"28600.0"
"CHEMBL2431499";"";"None";"301.34";"0";"2.35";"53";"CCOC(=O)C1=C(Nc2ccc3c(c2)CCCC3)OCC1=O";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"25.70";"0.48";"5.39";"11.98";"0";"CHEMBL2434280";"Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2429811";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"0.018"
"CHEMBL2431498";"";"None";"298.30";"0";"2.02";"52";"CCOC(=O)C1=C(Nc2cnc3ccccc3c2)OCC1=O";"IC50";"'='";"79.0";"nM";"7.10";"";"";"UO_0000065";"23.81";"0.44";"5.08";"9.16";"0";"CHEMBL2434280";"Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2429811";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"0.079"
"CHEMBL2431492";"";"None";"326.42";"0";"3.31";"46";"CCCNC(=O)C1=C(Nc2ccc3ccccc3c2)SCC1=O";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2434280";"Inhibition of Plasmodium falciparum DHODH (Phe158 to Ser569) expressed in Escherichia coli BL21 using dihydroorotate as substrate measured every 30 secs for 6 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2429811";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"50.0"
"CHEMBL483995";"";"None";"322.36";"0";"4.05";"29";"CCOc1cccc(-c2ccc(NC(=O)/C(C#N)=C(/C)O)cc2)c1";"IC50";"'='";"182400.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL984851";"Inhibition of ubiquinone binding site of Plasmodium falciparum dihydroorotate dehydrogenase";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1138463";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";"";"";"182.4"
"CHEMBL3690109";"";"None";"267.40";"0";"1.64";"BDBM120283";"CCCNC(=O)c1ccc(N2CCN(C)CC2)s1";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"248286";"UO_0000065";"";"";"";"";"0";"CHEMBL3706206";"Enzymatic Assays: Type 2 DHODH activity was monitored with either the direct assay measuring the formation of orotate or via a chromogen reduction assay using DCIP. Although the extinction coefficient and absorption wavelength are preferable for the chromogen reduction assay, the inorganic electron acceptor DCIP can be utilized by DHODH as the final electron acceptor in lieu of CoQn when the endogenous substrate is at a low concentration. As such, the direct assay was used to measure the binding affinity of pfDHODH to CoQD and L-DHO. The enzymatic reaction was performed by varying the L-DHO concentration (1-400 μM) or CoQD concentration (1-200 μM) while keeping the other substrate constant and in excess. Inhibition of DHODH by small molecules was evaluated using the chromogen based assay with a final substrate concentration of 200 μM L-DHO, 18 μM CoQD, and 100 μM DCIP, unless otherwise noted.";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL3639068";"37";"BindingDB Patent Bioactivity Data";"";"2014";"None";"";"";"";"250000.0"
"CHEMBL484294";"";"None";"289.34";"0";"3.58";"9";"CCc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"23.23";"0.42";"3.14";"12.20";"0";"CHEMBL961431";"Inhibition of Plasmodium falciparum DHODH assessed as reduction of 2,6-dichloroindophenol by stopped flow spectroscopy";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1150779";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"0.19"
"CHEMBL1784574";"";"None";"299.35";"0";"3.61";"29, DSM228";"Cc1cc(Nc2ccc(C(C)(C)C)c(F)c2)n2ncnc2n1";"IC50";"'='";"35.0";"nM";"7.46";"";"";"UO_0000065";"24.91";"0.46";"3.85";"13.53";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"0.035"
"CHEMBL1784571";"";"None";"296.38";"0";"3.39";"26, DSM229";"Cc1cc(Nc2ccc(NC(C)(C)C)cc2)n2ncnc2n1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"50.0"
"CHEMBL1784596";"";"None";"241.25";"0";"1.84";"52, DSM194";"Cc1cc(NOc2ccccc2)n2ncnc2n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1785541";"Inhibition of His6-tagged recombinant Plasmodium falciparum dihydroorotate dehydrogenase expressed in Escherichia coli using L-dihydroorotate as substrate after 10 to 15 mins by DCIP dye-based assay";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1781999";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"100.0"
"CHEMBL4514989";"";"None";"247.25";"0";"1.44";"7b";"Cn1nc(O)c(C(=O)O)c1CNc1ccccc1";"IC50";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"19.40";"0.36";"3.36";"5.49";"0";"CHEMBL4331522";"Inhibition of Plasmodium falciparum recombinant N-terminal His6-tagged DHODH (159-569 residues) expressed in Escherichia coli BL21(DE3) using DHO as substrate measured every min for 5 mins by DCPI dye-based photometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL4330080";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"16.0"
"CHEMBL4569109";"";"None";"302.33";"0";"2.49";"22b";"Cn1nc(OCC2CC2)c(C(=O)O)c1COc1ccccc1";"IC50";"'>'";"250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4331522";"Inhibition of Plasmodium falciparum recombinant N-terminal His6-tagged DHODH (159-569 residues) expressed in Escherichia coli BL21(DE3) using DHO as substrate measured every min for 5 mins by DCPI dye-based photometric analysis";"B";"BAO_0000019";"assay format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL4330080";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"250.0"
"CHEMBL2170884";"";"None";"433.44";"1";"5.31";"20d";"CCOC(=O)c1c(-c2cccc(Oc3ccccc3)c2)[nH]c2cc(OC)c(F)cc2c1=O";"IC50";"'>'";"30000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2176172";"Inhibition of Plasmodium falciparum DHOD after 5 to 10 mins by spectrophotometry";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL2169740";"1";"Scientific Literature";"J Med Chem";"2012";"None";"";"";"";"30.0"
"CHEMBL475813";"";"None";"275.31";"0";"3.33";"7, DMS1";"Cc1cc(Nc2ccc3ccccc3c2)n2ncnc2n1";"IC50";"'='";"47.0";"nM";"7.33";"";"";"UO_0000065";"26.62";"0.48";"4.00";"13.30";"0";"CHEMBL961431";"Inhibition of Plasmodium falciparum DHODH assessed as reduction of 2,6-dichloroindophenol by stopped flow spectroscopy";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1150779";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"0.047"
"CHEMBL484305";"";"None";"307.31";"0";"2.59";"17";"Cc1cc(Nc2ccc3c(=O)cc(C)oc3c2)n2ncnc2n1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"18.54";"0.34";"3.11";"6.68";"0";"CHEMBL961431";"Inhibition of Plasmodium falciparum DHODH assessed as reduction of 2,6-dichloroindophenol by stopped flow spectroscopy";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1150779";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"2.0"
"CHEMBL486697";"";"None";"365.44";"0";"4.92";"12";"Cc1cc(N(Cc2ccccc2)c2ccc3ccccc3c2)n2ncnc2n1";"IC50";"'='";"93000.0";"nM";"4.03";"";"";"UO_0000065";"11.03";"0.20";"-0.89";"8.70";"0";"CHEMBL961431";"Inhibition of Plasmodium falciparum DHODH assessed as reduction of 2,6-dichloroindophenol by stopped flow spectroscopy";"B";"BAO_0000357";"single protein format";"Plasmodium falciparum";"None";"None";"None";"None";"";"";"";"CHEMBL3486";"Dihydroorotate dehydrogenase";"Plasmodium falciparum";"SINGLE PROTEIN";"CHEMBL1150779";"1";"Scientific Literature";"J Med Chem";"2008";"None";"";"";"";"93.0"
